Ammonia
29.87
23.77
28.04
38.77
37.26
25.92
24.72
41.82
43.95
31.53
32.37
40.55
41.75
33.70
37.08
43.32
42.80
27.78
24.73
37.41
34.31
22.86
24.05
36.23
32.92
13.69
13.21
28.01
29.73
25.23
22.81
28.11
30.19
22.39
24.57
37.41
38.43
30.31
32.92
43.64
52.49
46.34
44.70
53.17
54.98
41.53
41.98
49.10
47.78
41.34
41.28
49.79
44.23
36.54
38.33
53.48
50.71
40.80
40.97
54.10
51.91
42.05
43.17
51.91
48.88
39.08
41.89
47.12
46.31
34.08
37.75
41.91
39.54
31.22
36.29
44.97
42.31
38.22
33.55
36.10
37.31
26.57
24.35
36.54
37.12
26.22
23.25
36.04
37.89
28.30
34.51
40.35
35.24
24.14
25.09
35.81
35.01
27.06
24.10
38.52
37.92
31.98
33.31
43.85
44.68
36.05
37.87
50.57
49.61
41.27
40.38
53.16
49.31
44.29
43.24
47.12
46.29
34.12
36.73
43.60
41.40
26.09
25.63
28.29
24.21
18.57
22.57
34.09
31.28
22.51
23.75
30.40
35.37
28.96
28.90
38.59
38.86
23.35
23.77
31.85
29.16
19.90
26.80
38.55
36.48
29.05
33.84
45.73
44.84
32.91
35.22
45.37
47.02
38.73
41.50
48.25
50.87
40.88
46.52
52.30
55.78
45.29
42.31
49.13
46.75
37.85
39.13
46.00
44.83
41.27
45.83
55.05
53.16
42.70
43.77
48.83
46.67
31.50
33.05
44.19
41.82
36.86
32.99
37.80
38.19
32.02
37.37
44.75
47.01
36.70
36.01
47.56
48.26
33.21
37.81
50.67
47.23
38.19
39.36
48.70
45.68
33.60
33.66
46.31
46.81
35.52
37.78
37.96
41.11
26.28
26.06
32.60
28.95
24.04
23.73
34.90
34.77
27.22
28.23
34.06
37.14
26.45
22.63
31.59
36.43
29.84
29.31
37.83
36.58
33.65
34.93
45.23
47.30
37.78
36.73
44.97
43.76
33.77
36.07
45.12
46.31
35.94
36.08
38.98
41.33
32.73
35.95
36.17
42.32
32.17
35.78
41.58
42.76
29.82
28.47
43.86
42.41
33.32
36.10
46.47
45.78
36.79
43.83
51.77
50.70
43.28
45.77
57.25
56.94
42.32
46.49
50.90
50.22
37.43
37.00
52.17
51.72
42.74
43.03
46.17
42.25
35.67
37.31
48.25
48.83
42.31
40.80
49.58
45.04
31.20
26.65
33.83
38.60
24.58
24.71
30.86
29.47
21.54
20.78
34.47
39.13
22.97
22.12
32.59
36.21
25.72
22.80
28.43
32.15
30.76
43.05
50.49
50.12
39.04
40.29
48.66
44.45
31.89
29.25
41.74
39.21
24.05
26.34
40.75
42.49
30.93
26.58
36.02
35.44
23.49
26.29
41.70
41.70
32.51
29.95
43.65
42.56
31.06
31.65
42.40
42.08
35.99
37.04
44.98
45.19
36.67
32.61
45.30
43.37
32.70
35.19
46.41
43.17
35.76
34.00
48.56
44.72
35.47
33.07
48.93
43.83
35.52
33.26
41.37
42.10
36.06
40.82
44.63
44.47
38.90
33.46
43.55
42.69
34.17
31.93
36.93
31.00
25.33
29.61
40.06
37.95
23.78
26.60
33.13
31.19
20.81
21.63
29.69
30.33
19.93
23.54
36.78
36.93
29.12
36.06
41.44
37.09
29.97
36.31
44.40
48.64
38.57
36.17
42.08
43.26
30.69
31.36
45.48
43.51
37.60
33.70
41.22
36.38
27.46
30.56
40.23
43.38
31.30
32.34
40.03
40.61
32.56
34.55
40.38
37.18
25.85
26.04
36.20
38.21
26.34
22.40
39.13
35.32
28.80
29.51
39.82
39.33
28.74
30.76
38.87
41.98
33.99
35.89
43.28
41.74
28.50
28.09
34.67
38.65
29.43
30.50
39.28
39.44
37.39
36.25
43.18
43.95
26.48
27.52
36.15
33.06
25.78
26.86
31.27
29.70
12.57
15.69
27.47
25.84
19.38
17.09
24.99
27.24
16.95
17.41
26.94
25.91
16.91
17.55
28.81
29.91
21.43
24.10
37.76
40.33
26.34
19.55
32.90
29.00
19.93
17.93
23.23
26.03
20.20
19.95
22.69
22.28
15.73
13.22
24.95
25.90
19.55
21.46
28.89
33.09
23.81
24.84
32.06
31.02
19.77
20.77
36.33
32.08
18.53
24.59
34.01
32.10
26.51
25.54
40.96
42.40
31.20
38.05
44.93
46.16
36.94
40.65
53.77
51.99
39.03
40.01
46.47
51.37
41.14
39.43
48.54
43.15
30.42
34.48
41.56
37.76
30.10
34.14
45.39
47.33
34.83
30.58
44.53
42.61
32.09
36.37
46.90
47.08
43.37
40.60
51.82
50.31
40.59
44.61
54.17
53.87
46.20
43.99
49.57
44.98
29.08
35.84
41.45
40.14
29.80
31.24
43.06
44.84
33.10
32.79
42.86
41.33
36.52
37.84
48.76
49.37
42.46
42.25
46.64
46.67
34.55
33.01
43.97
46.79
36.67
37.43
51.29
50.39
47.65
48.08
50.49
51.20
41.73
44.92
54.95
52.54
38.11
37.18
43.41
40.82
33.01
38.22
48.08
43.18
34.70
